dataset,taxa,sites,windows,taxa_sites,cpu_seconds,gpu_seconds
10620_NT_AL,159,1866,8,296694,1910.918792892562,1670.8085973126074
10621_NT_AL,160,951,4,152160,980.0178079992592,856.8769040394694
10622_NT_AL,159,720,3,114480,737.3320101193165,644.6849893167616
10623_NT_AL,160,1611,7,257760,1660.156349828398,1451.5548816062935
10625_NT_AL,160,1929,8,308640,1987.859465436983,1738.0815435248544
10628_NT_AL,158,1200,5,189600,1221.1578364659538,1067.7172779040707
1062_NT_AL,154,11283,45,1737582,11191.254619209836,9785.054447126113
10630_NT_AL,150,642,3,96300,620.2399770657772,542.3057693152005
10632_NT_AL,160,315,2,50400,324.611576782089,283.8235802023479
10635_NT_AL,156,1242,5,193752,1247.899647315145,1091.0989347493116
1063_NT_AL,155,12933,51,2004615,12911.135634742606,11288.829488637493
10640_NT_AL,160,2121,9,339360,2185.7179503327325,1911.0787733624759
10643_NT_AL,156,1773,7,276588,1781.421960297707,1557.5832619247421
10650_NT_AL,151,450,2,67950,437.6459651258522,382.65500545137974
10651_NT_AL,158,789,4,124662,802.9112774763647,702.0241102219264
10652_NT_AL,161,594,3,95634,615.9504669440139,538.5552434339552
10655_NT_AL,157,1815,8,284955,1835.3113464670669,1604.7013550904771
10657_NT_AL,162,1443,6,233766,1505.618052738925,1316.4345843171043
10658_NT_AL,162,1545,7,250290,1612.0442768410528,1409.4881723977312
10659_NT_AL,153,1503,6,229959,1481.098285421278,1294.9957674553914
10664_NT_AL,161,2193,9,353073,2274.0393501821927,1988.3024391425313
10666_NT_AL,157,1065,5,167205,1076.918228092246,941.6016215820155
10667_NT_AL,153,1374,6,210222,1353.978073299292,1183.8484261368646
10668_NT_AL,162,1008,4,163296,1051.7415087739685,919.5883998556072
10671_NT_AL,158,585,3,92430,595.3144452771526,520.5121729782345
10672_NT_AL,158,1131,5,178698,1150.9412608691616,1006.3235344245866
10675_NT_AL,154,1635,7,251790,1621.705335673853,1417.9353027608963
10678_NT_AL,159,1194,5,189846,1222.7422501145331,1069.1026072836298
10683_NT_AL,157,1959,8,307563,1980.9228251950326,1732.0165039241017
10686_NT_AL,162,717,3,116154,748.1137517767215,654.1119868020539
10687_NT_AL,142,1131,5,160602,1034.390247110259,904.4173537233627
10690_NT_AL,161,1080,5,173880,1119.909939898207,979.1913516981002
10692_NT_AL,156,1023,4,159588,1027.859371339286,898.707093597863
10693_NT_AL,152,1602,7,243504,1568.3376466814643,1371.2733546347722
10694_NT_AL,161,2043,8,328923,2118.4963029741084,1852.303640295573
10699_NT_AL,157,3126,13,490782,3160.982517386254,2763.799689263268
1069_NT_AL,150,522,3,78300,504.307271072174,440.94020495721907
1070_NT_AL,157,519,3,81483,524.8080379153762,458.86501558785545
10713_NT_AL,157,1722,7,270354,1741.2705997885892,1522.476988135428
10714_NT_AL,157,1470,6,230790,1486.4505120146493,1299.6754776765847
10717_NT_AL,161,2265,9,364665,2348.700012842073,2053.5818625890715
10718_NT_AL,142,2028,8,287976,1854.7687189563267,1621.7138756418917
10725_NT_AL,161,4860,19,782460,5039.594729541932,4406.3610826414515
10732_NT_AL,140,1002,4,140280,903.5022220434811,789.9756315632017
10734_NT_AL,158,3780,15,597240,3846.6471848677547,3363.3094253978225
10735_NT_AL,154,3813,15,587202,3781.9953791586554,3306.7812290075217
1073_NT_AL,155,507,2,78585,506.14287225040607,442.54515972622045
10745_NT_AL,162,2355,10,381510,2457.1937035344204,2148.443136567416
10747_NT_AL,153,2193,9,335529,2161.0436060737607,1889.504802414952
10752_NT_AL,157,3738,15,586866,3779.831301980108,3304.8890718061725
10753_NT_AL,141,2169,9,305829,1969.7546411843155,1722.2516212242829
10758_NT_AL,162,1758,7,284796,1834.2872742307902,1603.8059592719817
1075_NT_AL,159,1422,6,226098,1456.23071998565,1273.2528539006044
10761_NT_AL,150,615,3,92250,594.1551182172165,519.4985173346546
10762_NT_AL,159,1506,6,239454,1542.2527878329036,1348.4661026542265
10763_NT_AL,147,9828,39,1444716,9304.990848458581,8135.802926500302
10765_NT_AL,162,4587,18,743094,4786.049901533922,4184.674593390546
10768_NT_AL,161,1704,7,274344,1766.9690162838378,1544.9463549014472
10769_NT_AL,156,2085,9,325260,2094.90399730441,1831.6757479487237
10771_NT_AL,157,1857,8,291549,1877.781361096057,1641.834940166951
10773_NT_AL,152,1281,6,194712,1254.0827249681372,1096.5050981817374
10776_NT_AL,159,339,2,53901,347.16048809784485,303.5391824699753
10777_NT_AL,160,2622,11,419520,2702.004934357579,2362.4934199700197
10782_NT_AL,137,1989,8,272493,1755.0472696841623,1534.5225960333014
10788_NT_AL,156,4806,19,749736,4828.829070045561,4222.078486638641
10797_NT_AL,158,1056,5,166848,1074.6188960900395,939.5912045555822
107983988_NT_AL,18,5061,20,91098,586.7354250336259,513.0111212157439
107984640_NT_AL,25,330,2,8250,53.13582358040148,46.45921699740814
107986096_NT_AL,119,573,3,68187,439.1724124214346,383.98965204875987
10799_NT_AL,161,1098,5,176778,1138.5751055631772,995.5112075597352
10800_NT_AL,145,1032,5,149640,963.7872291601548,842.6857250293519
10802_NT_AL,158,3447,14,544626,3507.7758852484526,3067.017880779443
10808_NT_AL,160,2808,11,449280,2893.6803416003363,2530.0844863752154
1080_NT_AL,149,4494,18,669606,4312.735307197371,3770.8327826383606
10813_NT_AL,156,2418,10,377208,2429.485786801949,2124.216766685858
10816_NT_AL,10,243,1,2430,15.650915309136435,13.684351188327488
1081_NT_AL,160,360,2,57600,370.9846591795303,324.36980594554046
10825_NT_AL,160,1275,5,204000,1313.9040012608364,1148.809729390456
10827_NT_AL,153,1548,7,236844,1525.442545463831,1333.768095822319
10842_NT_AL,159,477,2,75843,488.48245670404714,427.1038054223546
10845_NT_AL,157,1923,8,301911,1944.5199555130412,1700.1877167156956
10846_NT_AL,153,2262,9,346086,2229.038138139009,1948.9557059109084
10847_NT_AL,154,10371,41,1597134,10286.670358577083,8994.132736962236
10849_NT_AL,153,2076,9,317628,2045.7485299631223,1788.6967486609396
10855_NT_AL,155,1608,7,249240,1605.2815356580925,1403.5751811435157
10869_NT_AL,161,4161,17,669921,4314.764129552259,3772.606680014625
10870_NT_AL,142,267,2,37914,244.1929230578596,213.50966705936148
10874_NT_AL,129,513,3,66177,426.22659358548225,372.6704973621186
10886_NT_AL,160,1266,5,202560,1304.629384781348,1140.7004842418173
10892_NT_AL,156,2466,10,384696,2477.713792495288,2166.3848414587783
10894_NT_AL,161,1005,4,161805,1042.138416294165,911.191952274621
10899_NT_AL,155,438,2,67890,437.25952277254015,382.31712023685316
10902_NT_AL,130,2826,12,367380,2366.186529329442,2068.8711685464004
10903_NT_AL,158,2106,9,332748,2143.132002997749,1873.843822721644
10905_NT_AL,156,1929,8,300924,1938.1629788010587,1694.629504936733
10906_NT_AL,160,1797,8,287520,1851.8317570711554,1619.1459480114895
10910_NT_AL,156,1035,5,161460,1039.9163727626208,909.2491122910931
10911_NT_AL,134,447,2,59898,385.7854013113803,337.31080966190945
10914_NT_AL,156,2232,9,348192,2242.6022647402606,1960.815476940792
10916_NT_AL,106,1875,8,198750,1280.0902953460354,1119.244773119378
10921_NT_AL,158,918,4,145044,934.1857448964547,816.8037175966141
10923_NT_AL,161,384,2,61824,398.19020085269585,348.15692504821345
10924_NT_AL,158,1359,6,214722,1382.9612497976927,1209.18981722636
10926_NT_AL,158,2133,9,337014,2170.608054318233,1897.8674614744857
10928_NT_AL,157,1983,8,311331,2005.1914049830268,1753.2356953963724
10933_NT_AL,153,1089,5,166617,1073.1310930297882,938.2903464796548
10939_NT_AL,155,2439,10,378045,2434.8766576306516,2128.9302654285043
10940_NT_AL,159,3282,13,521838,3361.005079460551,2938.6890763022384
10943_NT_AL,153,1575,7,240975,1552.049101489363,1357.031492842476
10944_NT_AL,139,546,3,75894,488.81093270436236,427.3910078547022
10946_NT_AL,158,1527,6,241266,1553.9233469029264,1358.6702361329299
10947_NT_AL,160,1254,5,200640,1292.263229475364,1129.8881573769659
10950_NT_AL,154,771,4,118734,764.730772969138,668.6410510266979
10952_NT_AL,157,288,2,45216,291.2229574559313,254.63029766724927
10953_NT_AL,158,936,4,147888,952.503112443444,832.8194767651752
10955_NT_AL,161,1431,6,230391,1483.8806703651244,1297.428540999983
10956_NT_AL,160,2127,9,340320,2191.901027985725,1916.4849367949016
10957_NT_AL,152,1026,5,155952,1004.4409647285783,878.2312495975508
10959_NT_AL,159,627,3,99693,642.0932921455715,561.41317819668
10962_NT_AL,150,282,2,42300,272.4418590849676,238.20907624125627
10963_NT_AL,160,1626,7,260160,1675.6140439608785,1465.0702901873578
109703458_NT_AL,102,507,2,51714,333.07466431962206,291.22326640048055
10971_NT_AL,159,735,3,116865,752.6930936634689,658.1159265941942
10972_NT_AL,162,669,3,108378,698.030822787485,610.322062999406
10973_NT_AL,153,6651,26,1017603,6554.081634289368,5730.550132631941
10978_NT_AL,160,1275,5,204000,1313.9040012608364,1148.809729390456
10979_NT_AL,160,2103,9,336480,2167.168717373756,1894.860283065199
10981_NT_AL,151,693,3,104643,673.9747862938123,589.2887083951248
10982_NT_AL,157,990,4,155430,1001.0789162547638,875.2916482311693
10983_NT_AL,157,1158,5,181806,1170.9589747707237,1023.8259885370647
10988_NT_AL,160,1476,6,236160,1521.0371026360742,1329.916204376716
10989_NT_AL,159,2310,10,367290,2365.606865799474,2068.3643407246104
11001_NT_AL,149,1860,8,277140,1784.9772299481776,1560.691805898387
11005_NT_AL,155,4911,20,761205,4902.697525881152,4286.665245395401
11009_NT_AL,152,534,3,81168,522.7792155604881,457.09111821159075
11010_NT_AL,155,807,4,125085,805.6356960672143,704.4062009843391
110117498_NT_AL,91,363,2,33033,212.7558376159275,186.0227048576222
11011_NT_AL,159,2250,9,357750,2304.1625316228638,2014.6405916148801
11019_NT_AL,162,1104,5,178848,1151.9073667524415,1007.1682474609031
11022_NT_AL,159,1731,7,275229,1772.66904099519,1549.9301618157144
1102_NT_AL,156,1611,7,251316,1618.652441082688,1415.2660095661363
11030_NT_AL,154,534,3,82236,529.6578894494419,463.1054750301643
11031_NT_AL,150,609,3,91350,588.3584829175363,514.4302391167556
11034_NT_AL,155,510,2,79050,509.13780048857416,445.1637701388016
11035_NT_AL,143,1464,6,209352,1348.3746591762679,1178.949090526229
11036_NT_AL,139,1497,6,208083,1340.2014034037188,1171.8028182389912
11043_NT_AL,154,2154,9,331716,2136.4851945207824,1868.0321970317864
11044_NT_AL,157,1650,7,259050,1668.4648604246063,1458.8194137186156
11046_NT_AL,154,978,4,150612,970.0475952838093,848.159465504683
11051_NT_AL,160,690,3,110400,711.0539300940998,621.7087947289525
11052_NT_AL,158,1779,7,281082,1810.3664925607766,1582.8908644927849
11054_NT_AL,157,1950,8,306150,1971.8221077745347,1724.0593071220003
11055_NT_AL,154,1098,5,169092,1089.0718401039087,952.2281115788772
11056_NT_AL,162,1827,8,295974,1906.2814846528177,1666.753974738288
11061_NT_AL,160,1044,5,167040,1075.8555116206378,940.6724372420673
11062_NT_AL,149,948,4,141252,909.7625881671356,795.4493720385327
11063_NT_AL,150,2505,10,375750,2420.0952376164673,2116.0061559728615
11064_NT_AL,161,7299,29,1175139,7568.724677145383,6617.701551892995
11066_NT_AL,144,753,3,108432,698.3786209054658,610.62615969248
11069_NT_AL,154,3045,12,468930,3020.2402123100196,2640.7418941326787
1106_NT_AL,159,5571,22,885789,5705.1064282982115,4988.250104838444
11073_NT_AL,158,4734,19,747972,4817.467664858188,4212.144661331559
11075_NT_AL,159,540,3,85860,552.9990075894873,483.5137419875713
11077_NT_AL,157,987,4,154959,998.0453437812645,872.6392492971355
1107_NT_AL,156,6861,27,1070316,6893.590563791635,6027.399187854289
110806290_NT_AL,15,240,1,3600,23.186541198720644,20.27311287159628
11081_NT_AL,162,1062,5,172044,1108.0848038868596,968.8520641335862
11082_NT_AL,157,567,3,89019,573.3451974913647,501.303398532397
11083_NT_AL,159,7836,31,1245924,8024.630043465228,7016.321633730756
1108_NT_AL,160,5910,24,945600,6090.331488197289,5325.070980939289
11091_NT_AL,149,1005,4,149745,964.4635032784507,843.2770241547736
11093_NT_AL,156,4653,19,725868,4675.102301898043,4087.6677482999576
11096_NT_AL,154,2895,12,445830,2871.4599062848956,2510.656086539936
11097_NT_AL,159,1374,6,218466,1407.0752526443623,1230.2738546128203
11098_NT_AL,161,1179,5,189819,1222.5683510555427,1068.9505589370929
11099_NT_AL,157,3648,15,572736,3688.8241277751295,3225.3171037851575
11101_NT_AL,159,1725,7,274275,1766.524607577529,1544.5577869047415
11104_NT_AL,159,1488,6,236592,1523.8194875799206,1332.3489779213076
111064647_NT_AL,71,2301,9,163371,1052.2245617156084,920.0107563737655
111064649_NT_AL,88,396,2,34848,224.44571880361582,196.24373259705197
11107_NT_AL,156,1935,8,301860,1944.191479512726,1699.900514283348
11113_NT_AL,158,6345,25,1002510,6456.872060313731,5645.555106917774
11116_NT_AL,152,1269,5,192888,1242.334877427452,1086.2333876601285
11123_NT_AL,158,741,3,117078,754.0649640177265,659.3154191057637
11126_NT_AL,127,570,3,72390,466.24269927094093,407.6585113263485
11127_NT_AL,153,2178,9,333234,2146.2621860595764,1876.5806929593095
11128_NT_AL,153,4197,17,642141,4135.841319968798,3616.165825688807
1112_NT_AL,158,1512,6,238896,1538.658873947102,1345.323770159129
11130_NT_AL,151,807,4,121857,784.8450974590282,686.2279764428077
11135_NT_AL,158,1530,6,241740,1556.9762414940913,1361.3395293276901
11137_NT_AL,158,1536,6,242688,1563.082030676421,1366.6781157172104
11138_NT_AL,160,3534,14,565440,3641.832737612389,3184.230261698722
11141_NT_AL,145,2028,8,294060,1893.9539735821645,1655.9754363948894
11143_NT_AL,161,1821,8,293181,1888.2925931061436,1651.0254180020747
11144_NT_AL,158,1023,4,161634,1041.0370555872257,910.2289794132203
11145_NT_AL,46,546,3,25116,161.7647690964077,141.43875080083671
11146_NT_AL,160,1812,8,289920,1867.2894512036357,1632.6613565925536
11149_NT_AL,159,1092,5,173628,1118.2868820142967,977.7722337970886
11155_NT_AL,159,2634,11,418806,2697.406270353166,2358.472585917153
11160_NT_AL,159,1023,4,162657,1047.6258977111954,915.9899223208989
11162_NT_AL,154,846,4,130284,839.1209259817001,733.6839548230694
11163_NT_AL,158,546,3,86268,555.626815592009,485.8113614463522
11164_NT_AL,161,663,3,106743,687.5002686597327,601.114690903556
11167_NT_AL,160,924,4,147840,952.1939585607944,832.5491685935539
11168_NT_AL,159,1641,7,260919,1680.5025397302754,1469.3445381511192
11169_NT_AL,161,3474,14,559314,3602.376973339233,3149.732181295556
11171_NT_AL,157,1056,5,165792,1067.817510671748,933.644424779914
11174_NT_AL,152,3381,14,513912,3309.9560445880343,2894.0544394632743
11179_NT_AL,155,1368,6,212040,1365.6872766046458,1194.0863481370209
11183_NT_AL,160,2559,10,409440,2637.082619001161,2305.72870392955
11188_NT_AL,153,5592,22,855576,5510.5133812879485,4818.108005063572
11193_NT_AL,157,1344,6,211008,1359.0404681276793,1188.2747224471632
11199_NT_AL,151,957,4,144507,930.7270858343122,813.779644926601
1119_NT_AL,153,1041,5,159273,1025.830548984398,896.9331962215983
11200_NT_AL,160,1761,7,281760,1814.7332911532023,1586.7089674169354
11201_NT_AL,159,2175,9,345825,2227.357113902102,1947.4859052277175
11212_NT_AL,162,837,4,135594,873.321074249813,763.5867963086738
11213_NT_AL,161,1812,8,291732,1878.9600102736586,1642.8654900712572
11214_NT_AL,155,8703,34,1348965,8688.28681892561,7596.58880689802
11215_NT_AL,161,5922,24,953442,6140.839503775169,5369.232578477917
11216_NT_AL,152,2001,8,304152,1958.9535774092449,1712.8077294782643
11222_NT_AL,158,1050,5,165900,1068.5131069077097,934.2526181660619
11227_NT_AL,158,2844,12,449352,2894.1440724243107,2530.4899486326476
11228_NT_AL,153,1257,5,192321,1238.6829971886536,1083.0403723828522
1122_NT_AL,150,2007,8,301050,1938.9745077430139,1695.3390638872388
11232_NT_AL,160,1455,6,232800,1499.3963308506015,1310.994632363226
11234_NT_AL,157,3444,14,540708,3482.5411995771783,3044.953976270856
11235_NT_AL,159,636,3,101124,651.3099422720629,569.4717405631395
11238_NT_AL,146,957,4,139722,899.9083081576794,786.8332990681042
1123_NT_AL,158,1362,6,215196,1386.0141443888576,1211.8591104211202
112441434_NT_AL,75,762,3,57150,368.08634152969023,321.8356668365909
11244_NT_AL,161,2700,11,434700,2799.7748497455177,2447.978379245251
112476_NT_AL,155,1161,5,179955,1159.0372281710481,1013.402229668919
112479_NT_AL,153,2241,9,342873,2208.344150119151,1930.8619526730085
112483_NT_AL,157,513,3,80541,518.7408929683776,453.5602177197878
112487_NT_AL,157,507,2,79599,512.6737480213791,448.25541985172003
112495_NT_AL,157,624,3,97968,630.9830744878511,551.69897827904
1124_NT_AL,156,1422,6,221832,1428.754668665166,1249.2292151477627
11258_NT_AL,161,585,3,94185,606.6178841115288,530.3953155031377
11259_NT_AL,154,3435,14,528990,3407.0690079753426,2978.96499387381
11260_NT_AL,162,2886,12,467532,3011.23610547785,2632.8691686342086
112611_NT_AL,158,876,4,138408,891.4452206201463,779.4336128699716
11261_NT_AL,160,588,3,94080,605.9416099932329,529.804016377716
11266_NT_AL,157,1038,5,162966,1049.6160758307524,917.7300311757109
11273_NT_AL,155,3384,14,524520,3378.279052653598,2953.7925453915777
112752_NT_AL,158,645,3,101910,656.3723371004502,573.898036873438
11275_NT_AL,161,1773,7,285453,1838.5188179995566,1607.505802371048
11276_NT_AL,160,4371,18,699360,4504.372070204797,3938.390060522104
112770_NT_AL,160,1248,5,199680,1286.0801518223716,1124.4819939445404
11278_NT_AL,158,1215,5,191970,1236.4223094217782,1081.0637438778715
11279_NT_AL,144,1098,5,158112,1018.3528894478106,890.3951173205086
11281_NT_AL,141,2235,9,315135,2029.6918501830082,1774.6576179973592
112840_NT_AL,154,1179,5,181566,1169.4132053574756,1022.4744476789583
112849_NT_AL,158,1071,5,169218,1089.883369045864,952.9376705293831
112970_NT_AL,149,1116,5,166284,1070.9863379689066,936.4150835390321
1129_NT_AL,162,1404,6,227448,1464.9256729351703,1280.855271227453
113115_NT_AL,160,1170,5,187200,1205.7001423334734,1054.2018693230066
11311_NT_AL,157,1716,7,269412,1735.2034548415907,1517.1721902673603
11314_NT_AL,36,1146,5,41256,265.7177621373386,232.32987350849336
11315_NT_AL,157,567,3,89019,573.3451974913647,501.303398532397
113174_NT_AL,158,1446,6,228468,1471.4951929414744,1286.5993198744052
11319_NT_AL,158,2043,8,322794,2079.0212165832863,1817.7886656316803
113201_NT_AL,154,1335,6,205590,1324.1447236236047,1157.7636875754108
11320_NT_AL,158,1614,7,255012,1642.457290046708,1436.079738780975
113251_NT_AL,160,2241,9,358560,2309.379503392576,2019.2020420109893
11325_NT_AL,159,2976,12,473184,3047.6389751598413,2664.697955842615
113263_NT_AL,154,1350,6,207900,1339.022754226117,1170.7722683346851
11326_NT_AL,149,1320,6,196680,1266.7580341567711,1107.5877332182101
11329_NT_AL,160,1395,6,223200,1437.56555432068,1256.9329980389693
11333_NT_AL,157,540,3,84780,546.0430452298712,477.4318081260924
11335_NT_AL,154,558,3,85932,553.4627384134618,483.9192042450032
11339_NT_AL,160,708,3,113280,729.6031630530763,637.9272850262296
11340_NT_AL,159,831,4,132129,851.0040283460444,744.0739251697624
113455421_NT_AL,76,2280,9,173280,1116.045516365087,975.8124995528342
11346_NT_AL,153,3024,12,462672,2979.9342748595773,2605.500466257554
113510_NT_AL,159,3261,13,518499,3339.4995624987373,2919.885764113833
113523636_NT_AL,72,246,1,17712,114.07778269770557,99.74371532825369
113540_NT_AL,35,456,2,15960,102.79366598099486,89.87746706407684
113612_NT_AL,149,1599,7,238251,1534.5046186489978,1341.691504102968
113802_NT_AL,160,1149,5,183840,1184.059370548001,1035.2802973095168
1138_NT_AL,143,1128,5,161304,1038.9116226440096,908.3706107333239
114112_NT_AL,148,1713,7,253524,1632.87351968457,1427.7001854607154
114294_NT_AL,153,1704,7,260712,1679.169313611349,1468.1788341610024
1142_NT_AL,157,1356,6,212892,1371.1747580216766,1198.8843181832985
114327_NT_AL,160,1932,8,309120,1990.9510042634793,1740.7846252410673
114548_NT_AL,147,3204,13,470988,3033.4951850286216,2652.331356990941
114569_NT_AL,151,543,3,81993,528.0927979185283,461.7370399113316
114625_NT_AL,156,1707,7,266292,1715.108452469366,1499.6021591119768
114780_NT_AL,148,7539,30,1115772,7186.359290660814,6283.381026379645
114781_NT_AL,155,1857,8,287835,1853.8605794260434,1620.919845387754
114783_NT_AL,146,4950,20,722700,4654.6981456431695,4069.827408972953
114785_NT_AL,159,3174,13,504666,3250.4052779426534,2841.9863279047245
114786_NT_AL,137,2007,8,274959,1770.930050405286,1548.4096783503448
114787_NT_AL,145,3201,13,464145,2989.421434633387,2613.795548274182
114788_NT_AL,138,11127,44,1535526,9889.87135019631,8647.192198686318
114790_NT_AL,160,3375,14,540000,3477.9811798080964,3040.966930739442
114792_NT_AL,159,1860,8,295740,1904.7743594749008,1665.4362224016343
114799_NT_AL,158,2634,11,416172,2680.4414510427687,2343.639424999435
114800_NT_AL,154,1827,8,281358,1812.1441273860119,1584.445136479607
114801_NT_AL,156,1497,6,233532,1504.110927561008,1315.1168319804506
114803_NT_AL,161,2559,10,411999,2653.5643853699185,2320.13950832911
114815_NT_AL,143,3552,14,507936,3271.466386198158,2860.4010720964243
114825_NT_AL,160,2385,10,381600,2457.7733670643884,2148.9499643892054
114827_NT_AL,152,4854,19,737808,4752.0043302071335,4154.906905990752
114836_NT_AL,146,1017,4,148482,956.328891741233,836.1645403889885
114876_NT_AL,153,3018,12,461754,2974.021706853903,2600.330822475297
114880_NT_AL,162,2889,12,468018,3014.366288539677,2635.6060388718743
114882_NT_AL,161,2691,11,433251,2790.4422669130327,2439.8184513144333
114883_NT_AL,160,2313,10,370080,2383.5764352284823,2084.0760032000976
114885_NT_AL,154,2322,10,357588,2303.1191372689213,2013.7283015356584
114899_NT_AL,161,963,4,155043,998.5863630759013,873.1122885974728
114908_NT_AL,106,840,4,89040,573.480452315024,501.4216583574813
114960_NT_AL,161,780,4,125580,808.8238454820385,707.1937540041836
115004_NT_AL,152,2064,9,313728,2020.6297769978416,1766.7342097167104
115106_NT_AL,159,840,4,133560,860.2206784725358,752.1324875362219
115111_NT_AL,161,1995,8,321195,2068.7225278675214,1808.7840246645462
115265_NT_AL,150,582,3,87300,562.2736240689756,491.62298713620976
115286_NT_AL,155,855,4,132525,853.5545478779037,746.303967585638
115294_NT_AL,157,1080,5,169560,1092.0860904597423,954.8636162521848
115353_NT_AL,162,1302,6,210924,1358.4994488330426,1187.801683146826
1153_NT_AL,149,534,3,79566,512.4612047270574,448.0695829837304
115416_NT_AL,156,765,3,119340,768.6338407375894,672.0536916934167
115426_NT_AL,156,2451,10,382356,2462.6425407161196,2153.2073180922407
115548_NT_AL,157,2445,10,383865,2472.3615659019165,2161.7051312375847
115557_NT_AL,160,1920,8,307200,1978.5848489574948,1729.9722983762158
115677_NT_AL,161,1665,7,268065,1726.527824009736,1509.586667201238
115703_NT_AL,159,3921,16,623439,4015.3872384414444,3510.8470043208645
115752_NT_AL,157,3177,13,498789,3212.553249435742,2808.8904711418436
115795_NT_AL,161,543,3,87423,563.0658308932652,492.3156518259893
115825_NT_AL,160,1200,5,192000,1236.6155305984344,1081.2326864851348
115827_NT_AL,138,690,3,95220,613.284014706161,536.2238354537216
115908_NT_AL,155,759,3,117645,757.7168442565251,662.50843438304
116071_NT_AL,158,882,4,139356,897.5510098024761,784.7721992594919
116092_NT_AL,161,999,4,160839,1035.9166944058416,905.7520003207427
1160_NT_AL,160,1281,6,204960,1320.0870789138287,1154.2158928228814
116115_NT_AL,160,2220,9,355200,2287.7387316071035,2000.2804699974995
116135_NT_AL,160,780,4,124800,803.8000948889824,702.8012462153376
116143_NT_AL,161,1110,5,178710,1151.018549339824,1006.3911114674919
116150_NT_AL,157,927,4,145539,937.3738943112788,819.5912706164586
116151_NT_AL,152,603,3,91656,590.3293389194275,516.1534537108413
1161_NT_AL,158,1233,5,194814,1254.7396769687675,1097.0795030464326
116224_NT_AL,150,891,4,133650,860.8003420025038,752.6393153580118
116254_NT_AL,156,1044,5,162864,1048.9591238301218,917.1556263110157
116328_NT_AL,147,1362,6,200214,1289.5194887668486,1127.4891723538271
116362_NT_AL,136,423,2,57528,370.5209283555559,323.96434368810856
116369_NT_AL,160,3063,12,490080,3156.4611418525037,2759.846432253307
1163_NT_AL,157,240,1,37680,242.68579787994273,212.1919147227077
116442_NT_AL,153,639,3,97767,629.6884926042559,550.567062810376
116443_NT_AL,156,3402,14,530712,3418.159903515397,2988.6622995307234
116449_NT_AL,150,1362,6,204300,1315.8362130273965,1150.4991554630888
116461_NT_AL,152,504,2,76608,493.40959670877527,431.4118419075688
116496_NT_AL,154,3039,12,468006,3014.289000069015,2635.538461828969
116841_NT_AL,153,1266,5,193698,1247.5518491971643,1090.7948380562377
116842_NT_AL,159,231,1,36729,236.56068657994737,206.83643407246103
116984_NT_AL,152,5196,21,789792,5086.81798511666,4447.6506558566025
117143_NT_AL,156,1005,4,156780,1009.773869204284,882.8940655580179
117145_NT_AL,145,717,3,103965,669.6079877013866,585.4706054709742
117155_NT_AL,150,1824,8,273600,1762.177131102769,1540.7565782413171
117156_NT_AL,149,303,2,45147,290.7785487496225,254.24172967054366
117177_NT_AL,161,1389,6,223629,1440.3286171468608,1259.3488773228346
117178_NT_AL,160,1884,8,301440,1941.4863830395418,1697.5353177816617
117245_NT_AL,141,888,4,125208,806.427902891504,705.0988656741185
117285_NT_AL,37,171,1,6327,40.75034615675153,35.62999587183046
117532_NT_AL,159,2697,11,428823,2761.922821238606,2414.88252248237
117579_NT_AL,154,468,2,72072,464.1945547983873,405.8677196893575
1176_NT_AL,154,582,3,89628,577.2675873774816,504.732933459842
117854_NT_AL,126,1977,8,249102,1604.392718245475,1402.7980451501046
1182_NT_AL,147,2604,11,382788,2465.424925659966,2155.6400916368325
118424_NT_AL,160,783,4,125280,806.8916337154784,705.5043279315505
118427_NT_AL,160,1458,6,233280,1502.4878696770977,1313.6977140794388
118429_NT_AL,158,1458,6,230364,1483.706771306134,1297.276492653446
118461_NT_AL,162,4569,18,740178,4767.268803162958,4168.253371964553
118490_NT_AL,154,1401,6,215754,1389.6080582746595,1215.0014429162177
118491_NT_AL,160,3414,14,546240,3518.1711845525456,3076.1069930502085
1184_NT_AL,157,2457,10,385749,2484.495855795914,2172.31472697372
118738_NT_AL,155,1005,4,155775,1003.3009597863079,877.2344882146973
118856_NT_AL,129,1743,7,224847,1448.1733969190946,1266.2079471777247
118932_NT_AL,157,576,3,90432,582.4459149118626,509.26059533449853
118987_NT_AL,155,3591,15,556605,3584.9291010871957,3134.47666385968
118_NT_AL,156,2487,10,387972,2498.813544986124,2184.833374171931
119032_NT_AL,160,330,2,52800,340.0692709145694,297.3389887834121
1192_NT_AL,161,726,3,116886,752.8283484871281,658.2341864192786
119392_NT_AL,159,720,3,114480,737.3320101193165,644.6849893167616
119467_NT_AL,158,870,4,137460,885.3394314378165,774.0950264804512
1195_NT_AL,161,1497,6,241017,1552.3196111366815,1357.2680124926446
119710_NT_AL,159,822,4,130698,841.7873782195529,736.0153628033029
1200_NT_AL,162,1752,7,283824,1828.0269081071356,1598.3322187966505
120103_NT_AL,151,1473,6,222423,1432.5611258452893,1252.5573845108497
120376_NT_AL,147,753,3,110691,712.928175507663,623.3475380194066
120379_NT_AL,161,954,4,153594,989.2537802434163,864.9523606666553
1203_NT_AL,157,915,4,143655,925.2396044172817,808.9816748803232
120425_NT_AL,156,1218,5,190008,1223.7856444684755,1070.0148973628516
120526_NT_AL,158,453,2,71574,460.9870832658976,403.0632724087867
